order,instance_id,repo,difficulty,image
11,instance_flipt-io__flipt-aebaecd026f752b187f11328b0d464761b15d2ab,flipt-io/flipt,,jefzda/sweap-images:flipt-io.flipt-flipt-io__flipt-aebaecd026f752b187f11328b0d464761b15d2ab
12,instance_flipt-io__flipt-b2393f07d893024ab1e47ea2081e0289e1f9d56f,flipt-io/flipt,,jefzda/sweap-images:flipt-io.flipt-flipt-io__flipt-b2393f07d893024ab1e47ea2081e0289e1f9d56f
13,instance_flipt-io__flipt-db1c3b100e231c62f0c90c2ab037614f20a2a63b,flipt-io/flipt,,jefzda/sweap-images:flipt-io.flipt-flipt-io__flipt-db1c3b100e231c62f0c90c2ab037614f20a2a63b
14,instance_flipt-io__flipt-ee02b164f6728d3227c42671028c67a4afd36918,flipt-io/flipt,,jefzda/sweap-images:flipt-io.flipt-flipt-io__flipt-ee02b164f6728d3227c42671028c67a4afd36918
15,instance_future-architect__vuls-17ae386d1e185ba742eea4668ca77642e22b54c4,future-architect/vuls,,jefzda/sweap-images:future-architect.vuls-future-architect__vuls-17ae386d1e185ba742eea4668ca77642e22b54c4
16,instance_future-architect__vuls-4c04acbd9ea5b073efe999e33381fa9f399d6f27,future-architect/vuls,,jefzda/sweap-images:future-architect.vuls-future-architect__vuls-4c04acbd9ea5b073efe999e33381fa9f399d6f27
17,instance_future-architect__vuls-6682232b5c8a9d08c0e9f15bd90d41bff3875adc,future-architect/vuls,,jefzda/sweap-images:future-architect.vuls-future-architect__vuls-6682232b5c8a9d08c0e9f15bd90d41bff3875adc
18,instance_future-architect__vuls-aaea15e516ece43978cf98e09e52080478b1d39f,future-architect/vuls,,jefzda/sweap-images:future-architect.vuls-future-architect__vuls-aaea15e516ece43978cf98e09e52080478b1d39f
19,instance_future-architect__vuls-d576b6c6c15e56c47cc3e26f5878867677d4a9ea,future-architect/vuls,,jefzda/sweap-images:future-architect.vuls-future-architect__vuls-d576b6c6c15e56c47cc3e26f5878867677d4a9ea
20,instance_future-architect__vuls-f0b3a8b1db98eb1bd32685f1c36c41a99c3452ed,future-architect/vuls,,jefzda/sweap-images:future-architect.vuls-future-architect__vuls-f0b3a8b1db98eb1bd32685f1c36c41a99c3452ed
21,instance_future-architect__vuls-f6509a537660ea2bce0e57958db762edd3a36702,future-architect/vuls,,jefzda/sweap-images:future-architect.vuls-future-architect__vuls-f6509a537660ea2bce0e57958db762edd3a36702
22,instance_gravitational__teleport-02d1efb8560a1aa1c72cfb1c08edd8b84a9511b4-vce94f93ad1030e3136852817f2423c1b3ac37bc4,gravitational/teleport,,jefzda/sweap-images:gravitational.teleport-gravitational__teleport-02d1efb8560a1aa1c72cfb1c08edd8b84a9511b4-vce94f93ad1030e3136852817f2423c1b3ac37bc
23,instance_gravitational__teleport-10123c046e21e1826098e485a4c2212865a49d9f,gravitational/teleport,,jefzda/sweap-images:gravitational.teleport-gravitational__teleport-10123c046e21e1826098e485a4c2212865a49d9f
24,instance_gravitational__teleport-24cafecd8721891092210afc55f6413ab46ca211-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,gravitational/teleport,,jefzda/sweap-images:gravitational.teleport-gravitational__teleport-24cafecd8721891092210afc55f6413ab46ca211-vee9b09fb20c43af7e520f57e9239bbcf46b7113
25,instance_gravitational__teleport-3a5c1e26394df2cb4fb3f01147fb9979662972c5-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,gravitational/teleport,,jefzda/sweap-images:gravitational.teleport-gravitational__teleport-3a5c1e26394df2cb4fb3f01147fb9979662972c5-vee9b09fb20c43af7e520f57e9239bbcf46b7113
26,instance_gravitational__teleport-53814a2d600ccd74c1e9810a567563432b98386e-vce94f93ad1030e3136852817f2423c1b3ac37bc4,gravitational/teleport,,jefzda/sweap-images:gravitational.teleport-gravitational__teleport-53814a2d600ccd74c1e9810a567563432b98386e-vce94f93ad1030e3136852817f2423c1b3ac37bc
27,instance_gravitational__teleport-65438e6e44b6ce51458d09b7bb028a2797cfb0ea-vce94f93ad1030e3136852817f2423c1b3ac37bc4,gravitational/teleport,,jefzda/sweap-images:gravitational.teleport-gravitational__teleport-65438e6e44b6ce51458d09b7bb028a2797cfb0ea-vce94f93ad1030e3136852817f2423c1b3ac37bc
28,instance_gravitational__teleport-96019ce0be7a2c8e36363f359eb7c943b41dde70,gravitational/teleport,,jefzda/sweap-images:gravitational.teleport-gravitational__teleport-96019ce0be7a2c8e36363f359eb7c943b41dde70
29,instance_gravitational__teleport-ac2fb2f9b4fd1896b554d3011df23d3d71295779,gravitational/teleport,,jefzda/sweap-images:gravitational.teleport-gravitational__teleport-ac2fb2f9b4fd1896b554d3011df23d3d71295779
30,instance_gravitational__teleport-bb69574e02bd62e5ccd3cebb25e1c992641afb2a,gravitational/teleport,,jefzda/sweap-images:gravitational.teleport-gravitational__teleport-bb69574e02bd62e5ccd3cebb25e1c992641afb2a
31,instance_gravitational__teleport-eefac60a350930e5f295f94a2d55b94c1988c04e-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,gravitational/teleport,,jefzda/sweap-images:gravitational.teleport-gravitational__teleport-eefac60a350930e5f295f94a2d55b94c1988c04e-vee9b09fb20c43af7e520f57e9239bbcf46b7113
32,instance_qutebrowser__qutebrowser-1af602b258b97aaba69d2585ed499d95e2303ac2-v2ef375ac784985212b1805e1d0431dc8f1b3c171,qutebrowser/qutebrowser,,jefzda/sweap-images:qutebrowser.qutebrowser-qutebrowser__qutebrowser-1af602b258b97aaba69d2585ed499d95e2303ac2-v2ef375ac784985212b1805e1d0431dc8f1b3c
33,instance_qutebrowser__qutebrowser-479aa075ac79dc975e2e949e188a328e95bf78ff-vc2f56a753b62a190ddb23cd330c257b9cf560d12,qutebrowser/qutebrowser,,jefzda/sweap-images:qutebrowser.qutebrowser-qutebrowser__qutebrowser-479aa075ac79dc975e2e949e188a328e95bf78ff-vc2f56a753b62a190ddb23cd330c257b9cf560
34,instance_qutebrowser__qutebrowser-6b320dc18662580e1313d2548fdd6231d2a97e6d-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,qutebrowser/qutebrowser,,jefzda/sweap-images:qutebrowser.qutebrowser-qutebrowser__qutebrowser-6b320dc18662580e1313d2548fdd6231d2a97e6d-v363c8a7e5ccdf6968fc7ab84a2053ac780366
35,instance_qutebrowser__qutebrowser-bedc9f7fadf93f83d8dee95feeecb9922b6f063f-v2ef375ac784985212b1805e1d0431dc8f1b3c171,qutebrowser/qutebrowser,,jefzda/sweap-images:qutebrowser.qutebrowser-qutebrowser__qutebrowser-bedc9f7fadf93f83d8dee95feeecb9922b6f063f-v2ef375ac784985212b1805e1d0431dc8f1b3c
36,instance_qutebrowser__qutebrowser-e70f5b03187bdd40e8bf70f5f3ead840f52d1f42-v02ad04386d5238fe2d1a1be450df257370de4b6a,qutebrowser/qutebrowser,,jefzda/sweap-images:qutebrowser.qutebrowser-qutebrowser__qutebrowser-e70f5b03187bdd40e8bf70f5f3ead840f52d1f42-v02ad04386d5238fe2d1a1be450df257370de4
