order,instance_id,repo,difficulty,image
58,pylint-dev__pylint-7080,pylint-dev/pylint,15 min - 1 hour,swebench/sweb.eval.x86_64.pylint-dev_1776_pylint-7080:latest
59,sympy__sympy-23413,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-23413:latest
60,django__django-14580,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-14580:latest
61,pydata__xarray-6744,pydata/xarray,15 min - 1 hour,swebench/sweb.eval.x86_64.pydata_1776_xarray-6744:latest
62,astropy__astropy-12907,astropy/astropy,15 min - 1 hour,swebench/sweb.eval.x86_64.astropy_1776_astropy-12907:latest
63,sympy__sympy-16886,sympy/sympy,<15 min fix,swebench/sweb.eval.x86_64.sympy_1776_sympy-16886:latest
64,pytest-dev__pytest-6197,pytest-dev/pytest,1-4 hours,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-6197:latest
65,pylint-dev__pylint-4661,pylint-dev/pylint,15 min - 1 hour,swebench/sweb.eval.x86_64.pylint-dev_1776_pylint-4661:latest
66,scikit-learn__scikit-learn-25102,scikit-learn/scikit-learn,1-4 hours,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-25102:latest
67,matplotlib__matplotlib-20676,matplotlib/matplotlib,<15 min fix,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-20676:latest
68,scikit-learn__scikit-learn-12682,scikit-learn/scikit-learn,15 min - 1 hour,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-12682:latest
69,django__django-16612,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-16612:latest
70,sphinx-doc__sphinx-10614,sphinx-doc/sphinx,15 min - 1 hour,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-10614:latest
71,pydata__xarray-6992,pydata/xarray,>4 hours,swebench/sweb.eval.x86_64.pydata_1776_xarray-6992:latest
72,pytest-dev__pytest-7521,pytest-dev/pytest,<15 min fix,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-7521:latest
73,astropy__astropy-14309,astropy/astropy,<15 min fix,swebench/sweb.eval.x86_64.astropy_1776_astropy-14309:latest
74,sympy__sympy-21847,sympy/sympy,<15 min fix,swebench/sweb.eval.x86_64.sympy_1776_sympy-21847:latest
75,sympy__sympy-13372,sympy/sympy,<15 min fix,swebench/sweb.eval.x86_64.sympy_1776_sympy-13372:latest
76,django__django-11790,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-11790:latest
77,sphinx-doc__sphinx-7454,sphinx-doc/sphinx,<15 min fix,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-7454:latest
78,django__django-13279,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-13279:latest
79,pytest-dev__pytest-8399,pytest-dev/pytest,15 min - 1 hour,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-8399:latest
80,django__django-14315,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-14315:latest
81,django__django-14493,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-14493:latest
82,pydata__xarray-3151,pydata/xarray,15 min - 1 hour,swebench/sweb.eval.x86_64.pydata_1776_xarray-3151:latest
83,psf__requests-1724,psf/requests,<15 min fix,swebench/sweb.eval.x86_64.psf_1776_requests-1724:latest
84,pytest-dev__pytest-5631,pytest-dev/pytest,15 min - 1 hour,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-5631:latest
85,django__django-10097,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-10097:latest
86,django__django-11299,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-11299:latest
87,matplotlib__matplotlib-25332,matplotlib/matplotlib,<15 min fix,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-25332:latest
88,psf__requests-2931,psf/requests,15 min - 1 hour,swebench/sweb.eval.x86_64.psf_1776_requests-2931:latest
89,django__django-15695,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-15695:latest
90,django__django-15104,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-15104:latest
91,django__django-12304,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-12304:latest
92,django__django-13809,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-13809:latest
93,sphinx-doc__sphinx-8721,sphinx-doc/sphinx,<15 min fix,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-8721:latest
94,sympy__sympy-24443,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-24443:latest
95,matplotlib__matplotlib-26291,matplotlib/matplotlib,15 min - 1 hour,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-26291:latest
96,sympy__sympy-12419,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-12419:latest
97,django__django-14007,django/django,1-4 hours,swebench/sweb.eval.x86_64.django_1776_django-14007:latest
98,django__django-14404,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-14404:latest
99,django__django-14534,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-14534:latest
100,pytest-dev__pytest-5840,pytest-dev/pytest,15 min - 1 hour,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-5840:latest
101,pydata__xarray-7233,pydata/xarray,15 min - 1 hour,swebench/sweb.eval.x86_64.pydata_1776_xarray-7233:latest
102,pytest-dev__pytest-7571,pytest-dev/pytest,15 min - 1 hour,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-7571:latest
103,matplotlib__matplotlib-24637,matplotlib/matplotlib,15 min - 1 hour,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-24637:latest
104,django__django-12155,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-12155:latest
105,django__django-12050,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-12050:latest
106,django__django-15629,django/django,1-4 hours,swebench/sweb.eval.x86_64.django_1776_django-15629:latest
107,django__django-16136,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-16136:latest
108,matplotlib__matplotlib-24870,matplotlib/matplotlib,15 min - 1 hour,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-24870:latest
109,sympy__sympy-18211,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-18211:latest
110,sphinx-doc__sphinx-8269,sphinx-doc/sphinx,<15 min fix,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-8269:latest
111,django__django-12754,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-12754:latest
112,scikit-learn__scikit-learn-12585,scikit-learn/scikit-learn,<15 min fix,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-12585:latest
113,django__django-10554,django/django,1-4 hours,swebench/sweb.eval.x86_64.django_1776_django-10554:latest
114,django__django-13786,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-13786:latest
115,django__django-15503,django/django,1-4 hours,swebench/sweb.eval.x86_64.django_1776_django-15503:latest
116,sphinx-doc__sphinx-8593,sphinx-doc/sphinx,15 min - 1 hour,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-8593:latest
117,mwaskom__seaborn-3187,mwaskom/seaborn,15 min - 1 hour,swebench/sweb.eval.x86_64.mwaskom_1776_seaborn-3187:latest
118,sphinx-doc__sphinx-8638,sphinx-doc/sphinx,15 min - 1 hour,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-8638:latest
119,django__django-11333,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-11333:latest
120,sympy__sympy-24213,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-24213:latest
121,django__django-14500,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-14500:latest
122,pytest-dev__pytest-7490,pytest-dev/pytest,15 min - 1 hour,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-7490:latest
123,pytest-dev__pytest-7236,pytest-dev/pytest,15 min - 1 hour,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-7236:latest
124,django__django-13925,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-13925:latest
125,pallets__flask-5014,pallets/flask,<15 min fix,swebench/sweb.eval.x86_64.pallets_1776_flask-5014:latest
126,sympy__sympy-17655,sympy/sympy,<15 min fix,swebench/sweb.eval.x86_64.sympy_1776_sympy-17655:latest
127,pylint-dev__pylint-4970,pylint-dev/pylint,<15 min fix,swebench/sweb.eval.x86_64.pylint-dev_1776_pylint-4970:latest
128,django__django-13516,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-13516:latest
129,sympy__sympy-20801,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-20801:latest
130,django__django-14311,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-14311:latest
131,pydata__xarray-4695,pydata/xarray,15 min - 1 hour,swebench/sweb.eval.x86_64.pydata_1776_xarray-4695:latest
132,pytest-dev__pytest-5809,pytest-dev/pytest,<15 min fix,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-5809:latest
133,sympy__sympy-19954,sympy/sympy,<15 min fix,swebench/sweb.eval.x86_64.sympy_1776_sympy-19954:latest
134,sympy__sympy-20438,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-20438:latest
135,pytest-dev__pytest-10081,pytest-dev/pytest,<15 min fix,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-10081:latest
136,scikit-learn__scikit-learn-12973,scikit-learn/scikit-learn,15 min - 1 hour,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-12973:latest
137,django__django-12262,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-12262:latest
138,django__django-14170,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-14170:latest
139,django__django-16256,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-16256:latest
140,sympy__sympy-13551,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-13551:latest
141,django__django-14017,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-14017:latest
142,sphinx-doc__sphinx-7889,sphinx-doc/sphinx,<15 min fix,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-7889:latest
143,django__django-15731,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-15731:latest
144,astropy__astropy-13033,astropy/astropy,15 min - 1 hour,swebench/sweb.eval.x86_64.astropy_1776_astropy-13033:latest
145,sympy__sympy-13091,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-13091:latest
146,django__django-14238,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-14238:latest
147,pytest-dev__pytest-7432,pytest-dev/pytest,<15 min fix,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-7432:latest
148,django__django-14725,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-14725:latest
149,django__django-15278,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-15278:latest
150,sympy__sympy-17139,sympy/sympy,<15 min fix,swebench/sweb.eval.x86_64.sympy_1776_sympy-17139:latest
151,django__django-12406,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-12406:latest
152,pylint-dev__pylint-7277,pylint-dev/pylint,<15 min fix,swebench/sweb.eval.x86_64.pylint-dev_1776_pylint-7277:latest
153,django__django-12143,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-12143:latest
154,pydata__xarray-6599,pydata/xarray,15 min - 1 hour,swebench/sweb.eval.x86_64.pydata_1776_xarray-6599:latest
155,django__django-15554,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-15554:latest
156,matplotlib__matplotlib-23412,matplotlib/matplotlib,15 min - 1 hour,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-23412:latest
157,django__django-15277,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-15277:latest
158,astropy__astropy-7671,astropy/astropy,15 min - 1 hour,swebench/sweb.eval.x86_64.astropy_1776_astropy-7671:latest
159,django__django-11099,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-11099:latest
160,django__django-16877,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-16877:latest
161,django__django-13569,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-13569:latest
162,astropy__astropy-7606,astropy/astropy,15 min - 1 hour,swebench/sweb.eval.x86_64.astropy_1776_astropy-7606:latest
163,scikit-learn__scikit-learn-25931,scikit-learn/scikit-learn,15 min - 1 hour,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-25931:latest
164,sympy__sympy-15349,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-15349:latest
165,django__django-13346,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-13346:latest
166,sympy__sympy-16766,sympy/sympy,<15 min fix,swebench/sweb.eval.x86_64.sympy_1776_sympy-16766:latest
167,scikit-learn__scikit-learn-13439,scikit-learn/scikit-learn,<15 min fix,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-13439:latest
168,django__django-16642,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-16642:latest
169,django__django-12193,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-12193:latest
170,sphinx-doc__sphinx-10323,sphinx-doc/sphinx,<15 min fix,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-10323:latest
171,django__django-12663,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-12663:latest
172,django__django-17087,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-17087:latest
173,sphinx-doc__sphinx-9658,sphinx-doc/sphinx,15 min - 1 hour,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-9658:latest
174,django__django-11740,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-11740:latest
175,django__django-11400,django/django,1-4 hours,swebench/sweb.eval.x86_64.django_1776_django-11400:latest
176,pydata__xarray-6938,pydata/xarray,15 min - 1 hour,swebench/sweb.eval.x86_64.pydata_1776_xarray-6938:latest
177,matplotlib__matplotlib-26113,matplotlib/matplotlib,<15 min fix,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-26113:latest
178,django__django-16493,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-16493:latest
179,pylint-dev__pylint-6528,pylint-dev/pylint,15 min - 1 hour,swebench/sweb.eval.x86_64.pylint-dev_1776_pylint-6528:latest
180,django__django-11728,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-11728:latest
181,django__django-11133,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-11133:latest
182,sphinx-doc__sphinx-8120,sphinx-doc/sphinx,15 min - 1 hour,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-8120:latest
183,django__django-15572,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-15572:latest
184,django__django-12713,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-12713:latest
185,sphinx-doc__sphinx-8056,sphinx-doc/sphinx,15 min - 1 hour,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-8056:latest
186,django__django-16938,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-16938:latest
187,django__django-16560,django/django,1-4 hours,swebench/sweb.eval.x86_64.django_1776_django-16560:latest
188,django__django-12209,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-12209:latest
189,django__django-13033,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-13033:latest
190,sympy__sympy-11618,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-11618:latest
191,psf__requests-1921,psf/requests,<15 min fix,swebench/sweb.eval.x86_64.psf_1776_requests-1921:latest
192,django__django-14999,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-14999:latest
193,matplotlib__matplotlib-24149,matplotlib/matplotlib,<15 min fix,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-24149:latest
194,matplotlib__matplotlib-24970,matplotlib/matplotlib,15 min - 1 hour,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-24970:latest
195,django__django-14855,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-14855:latest
196,astropy__astropy-13398,astropy/astropy,1-4 hours,swebench/sweb.eval.x86_64.astropy_1776_astropy-13398:latest
197,scikit-learn__scikit-learn-13779,scikit-learn/scikit-learn,<15 min fix,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-13779:latest
198,sphinx-doc__sphinx-10673,sphinx-doc/sphinx,15 min - 1 hour,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-10673:latest
199,django__django-15851,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-15851:latest
200,matplotlib__matplotlib-25311,matplotlib/matplotlib,<15 min fix,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-25311:latest
201,sphinx-doc__sphinx-9673,sphinx-doc/sphinx,15 min - 1 hour,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-9673:latest
202,django__django-14608,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-14608:latest
203,django__django-15382,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-15382:latest
204,django__django-13121,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-13121:latest
205,django__django-15022,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-15022:latest
206,django__django-16950,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-16950:latest
207,sphinx-doc__sphinx-7590,sphinx-doc/sphinx,>4 hours,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-7590:latest
208,django__django-11734,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-11734:latest
209,sphinx-doc__sphinx-8475,sphinx-doc/sphinx,<15 min fix,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-8475:latest
210,sphinx-doc__sphinx-7910,sphinx-doc/sphinx,<15 min fix,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-7910:latest
211,sympy__sympy-14531,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-14531:latest
212,pydata__xarray-6721,pydata/xarray,15 min - 1 hour,swebench/sweb.eval.x86_64.pydata_1776_xarray-6721:latest
213,sphinx-doc__sphinx-8459,sphinx-doc/sphinx,<15 min fix,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-8459:latest
214,django__django-14752,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-14752:latest
215,sympy__sympy-24066,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-24066:latest
216,django__django-13794,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-13794:latest
217,django__django-15499,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-15499:latest
218,scikit-learn__scikit-learn-13124,scikit-learn/scikit-learn,15 min - 1 hour,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-13124:latest
219,django__django-15037,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-15037:latest
220,sympy__sympy-20916,sympy/sympy,<15 min fix,swebench/sweb.eval.x86_64.sympy_1776_sympy-20916:latest
221,django__django-11239,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-11239:latest
222,django__django-15814,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-15814:latest
223,django__django-16116,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-16116:latest
224,django__django-10999,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-10999:latest
225,sphinx-doc__sphinx-8551,sphinx-doc/sphinx,15 min - 1 hour,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-8551:latest
226,matplotlib__matplotlib-26208,matplotlib/matplotlib,<15 min fix,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-26208:latest
227,pylint-dev__pylint-4604,pylint-dev/pylint,15 min - 1 hour,swebench/sweb.eval.x86_64.pylint-dev_1776_pylint-4604:latest
228,django__django-11095,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-11095:latest
229,sympy__sympy-13877,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-13877:latest
