order,instance_id,repo,difficulty,image
24,instance_navidrome__navidrome-0130c6dc13438b48cf0fdfab08a89e357b5517c9,navidrome/navidrome,,jefzda/sweap-images:navidrome.navidrome-navidrome__navidrome-0130c6dc13438b48cf0fdfab08a89e357b5517c9
25,instance_navidrome__navidrome-d613b1930688422122796b43acb3caf2538c8fd1,navidrome/navidrome,,jefzda/sweap-images:navidrome.navidrome-navidrome__navidrome-d613b1930688422122796b43acb3caf2538c8fd1
26,instance_navidrome__navidrome-e12a14a87d392ac70ee4cc8079e3c3e0103dbcb2,navidrome/navidrome,,jefzda/sweap-images:navidrome.navidrome-navidrome__navidrome-e12a14a87d392ac70ee4cc8079e3c3e0103dbcb2
27,instance_protonmail__webclients-3f22e2172cbdfd7b9abb2b1d8fd80c16d38b4bbe,protonmail/webclients,,jefzda/sweap-images:protonmail.webclients-protonmail__webclients-3f22e2172cbdfd7b9abb2b1d8fd80c16d38b4bbe
28,instance_protonmail__webclients-7e54526774e577c0ebb58ced7ba8bef349a69fec,protonmail/webclients,,jefzda/sweap-images:protonmail.webclients-protonmail__webclients-7e54526774e577c0ebb58ced7ba8bef349a69fec
29,instance_protonmail__webclients-c6f65d205c401350a226bb005f42fac1754b0b5b,protonmail/webclients,,jefzda/sweap-images:protonmail.webclients-protonmail__webclients-c6f65d205c401350a226bb005f42fac1754b0b5b
30,instance_qutebrowser__qutebrowser-46e6839e21d9ff72abb6c5d49d5abaa5a8da8a81-v2ef375ac784985212b1805e1d0431dc8f1b3c171,qutebrowser/qutebrowser,,jefzda/sweap-images:qutebrowser.qutebrowser-qutebrowser__qutebrowser-46e6839e21d9ff72abb6c5d49d5abaa5a8da8a81-v2ef375ac784985212b1805e1d0431dc8f1b3c
31,instance_qutebrowser__qutebrowser-6b320dc18662580e1313d2548fdd6231d2a97e6d-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,qutebrowser/qutebrowser,,jefzda/sweap-images:qutebrowser.qutebrowser-qutebrowser__qutebrowser-6b320dc18662580e1313d2548fdd6231d2a97e6d-v363c8a7e5ccdf6968fc7ab84a2053ac780366
32,instance_qutebrowser__qutebrowser-8f46ba3f6dc7b18375f7aa63c48a1fe461190430-v2ef375ac784985212b1805e1d0431dc8f1b3c171,qutebrowser/qutebrowser,,jefzda/sweap-images:qutebrowser.qutebrowser-qutebrowser__qutebrowser-8f46ba3f6dc7b18375f7aa63c48a1fe461190430-v2ef375ac784985212b1805e1d0431dc8f1b3c
33,instance_qutebrowser__qutebrowser-96b997802e942937e81d2b8a32d08f00d3f4bc4e-v5fc38aaf22415ab0b70567368332beee7955b367,qutebrowser/qutebrowser,,jefzda/sweap-images:qutebrowser.qutebrowser-qutebrowser__qutebrowser-96b997802e942937e81d2b8a32d08f00d3f4bc4e-v5fc38aaf22415ab0b70567368332beee7955b
34,instance_qutebrowser__qutebrowser-bedc9f7fadf93f83d8dee95feeecb9922b6f063f-v2ef375ac784985212b1805e1d0431dc8f1b3c171,qutebrowser/qutebrowser,,jefzda/sweap-images:qutebrowser.qutebrowser-qutebrowser__qutebrowser-bedc9f7fadf93f83d8dee95feeecb9922b6f063f-v2ef375ac784985212b1805e1d0431dc8f1b3c
35,instance_tutao__tutanota-219bc8f05d7b980e038bc1524cb021bf56397a1b-vee878bb72091875e912c52fc32bc60ec3760227b,tutao/tutanota,,jefzda/sweap-images:tutao.tutanota-tutao__tutanota-219bc8f05d7b980e038bc1524cb021bf56397a1b-vee878bb72091875e912c52fc32bc60ec3760227b
36,instance_tutao__tutanota-d1aa0ecec288bfc800cfb9133b087c4f81ad8b38-vbc0d9ba8f0071fbe982809910959a6ff8884dbbf,tutao/tutanota,,jefzda/sweap-images:tutao.tutanota-tutao__tutanota-d1aa0ecec288bfc800cfb9133b087c4f81ad8b38-vbc0d9ba8f0071fbe982809910959a6ff8884dbbf
